,year,marathon_name,participant_count
6841,2015,Marathon of the Treasure Coast,139
6842,2015,Napa Valley Marathon,1885
6843,2015,The Army Marathon,419
6844,2015,Black Mountain Marathon,203
6845,2015,Phoenix Marathon,1881
6846,2015,Richland Run Fest Marathon,41
6847,2015,The Woodlands Marathon,894
6848,2015,"""Last Chance for Boston"" Marathon",51
6849,2015,El Paso Marathon,365
6850,2015,Maple Leaf Indoor Sunday Marathon,21
6851,2015,Mercedes Marathon,842
6852,2015,Shelby Forest Loop Marathon,20
6853,2015,Cross Timbers Trail Runs Marathon,65
6854,2015,Cummins Falls Marathon,23
6855,2015,Maple Leaf Indoor Marathon,22
6856,2015,Surfside Beach Marathon,92
6857,2015,26.2 with Donna: The National Marathon to Finish Breast Cancer,871
6858,2015,Arizona Marathon,258
6859,2015,Austin Marathon,3137
6860,2015,Birch Bay Marathon,67
6861,2015,Five Points of Life Marathon,140
6862,2015,Ft. Lauderdale A1A Marathon,773
6863,2015,Lost Dutchman Marathon,324
6864,2015,Buller Marathon,156
6865,2015,Love.Run.Marathon,51
6866,2015,Mississippi River Marathon,206
6867,2015,Myrtle Beach Marathon,1477
6868,2015,Woolley Marathon,55
6869,2015,Fort Smith Marathon,253
6870,2015,Golden Gate Trail Run Marathon,40
6871,2015,Tallahassee Marathon,335
6872,2015,Thunderwolves Indoor Marathon,4
6873,2015,Hilton Head Marathon,193
6874,2015,Florida Marathon & 1/2 Marathon,226
6875,2015,Galveston Mardi Gras Marathon,128
6876,2015,Groundhog Marathon,57
6877,2015,Surf City Marathon (prev. Pacific Shoreline Marathon),2070
6878,2015,USA Fit Marathon,220
6879,2015,Death Valley Borax Marathon,70
6880,2015,Desert Classic Marathon,49
6881,2015,Winter Trail Marathon,40
6882,2015,Yuma Territorial Marathon and Half Marathon,46
6883,2015,Callaway Gardens Marathon,65
6884,2015,Icebreaker Indoor Marathon,105
6885,2015,Miami Marathon,2749
6886,2015,Miracle Match Marathon,140
6887,2015,New Orleans Mardi Gras Marathon,2353
6888,2015,Ocala Marathon,61
6889,2015,ONU Polar Bear Indoor Marathon,22
6890,2015,Town of Celebration Marathon,490
6891,2015,Arena Attack Indoor Marathon,19
6892,2015,Bermuda Marathon,105
6893,2015,Carlsbad Marathon,1083
6894,2015,China Coast Marathon,276
6895,2015,Clearwater Marathon (formerly the Florida Gulf Beaches Marathon),362
6896,2015,Houston Marathon,7132
6897,2015,Louisiana Marathon,1359
6898,2015,Marathon Bahamas,170
6899,2015,Maui Oceanfront Marathon,395
6900,2015,Redding Marathon,188
6901,2015,Rock 'n' Roll Arizona Marathon,2577
6902,2015,Charleston Marathon,913
6903,2015,Endurancelife Coastal Trail Series - Anglesey Marathon,109
6904,2015,Museum of Aviation Foundation Marathon,176
6905,2015,Cadbury Glass Marathon,290
6906,2015,Crystal Springs Winter Trail Run,36
6907,2015,Disney World Marathon,19959
6908,2015,First Light Marathon,475
6909,2015,Zoom! Yah! Yah! Indoor Marathon,40
6910,2015,Mississippi Blues Marathon,804
6911,2015,Running from an Angel Marathon,45
6912,2015,Camarillo Marathon,113
6913,2015,Herb Parsons Trail Marathon,43
6914,2015,Toronto Indoor Run4RKids Marathon,22
6915,2015,Watchung Winter Marathon,54
6916,2015,New Year's Day Marathon,84
6917,2015,Savage Seven Marathon Day 7,30
6918,2015,Texas Marathon,291
6919,2016,Last Chance Marathon,63
6920,2016,New Year's Eve Marathon,88
6921,2016,Run for the Ranch Marathon,71
6922,2016,Savage Seven Marathon Day 6,12
6923,2016,Savage Seven Marathon Day 5,15
6924,2016,Savage Seven Marathon Day 4,20
6925,2016,Savage Seven Marathon Day 3,13
6926,2016,Savage Seven Marathon Day 2,15
6927,2016,Operation Jack Marathon,113
6928,2016,Savage Seven Marathon Day 1,19
6929,2016,Hawk Indoor Marathon,26
6930,2016,3 Bridges Marathon,294
6931,2016,Otter Creek Trail Marathon,56
6932,2016,Bryan/College Station Marathon,624
6933,2016,Dallas Marathon (formerly the Dallas White Rock Marathon),2807
6934,2016,Honolulu Marathon,20222
6935,2016,Brazos Bend Marathon,168
6936,2016,Buckeye Marathon/Half Marathon/10K,109
6937,2016,Hoover Dam Marathon,91
6938,2016,Kiawah Island Marathon,1025
6939,2016,Rocket City Marathon,1028
6940,2016,Roxbury Marathon,83
6941,2016,The Buckeye Marathon,109
6942,2016,Tucson Marathon,595
6943,2016,California International Marathon,6174
6944,2016,Cayman Islands Marathon,81
6945,2016,Rock 'n' Roll San Antonio Marathon and 1/2 Marathon,2456
6946,2016,Run Barbados Marathon Weekend,58
6947,2016,Topo Trail Marathon,82
6948,2016,Baton Rouge Beach Marathon,99
6949,2016,Birch Bay Ghost Marathon,16
6950,2016,Death Valley Trail Marathon,155
6951,2016,Memphis Marathon,2474
6952,2016,Panama City Beach Marathon,184
6953,2016,Reggae Marathon,135
6954,2016,Rehoboth Seashore Marathon,872
6955,2016,The North Face Endurance Challenge - San Francisco,295
6956,2016,Seattle Marathon,1596
6957,2016,Space Coast Marathon,1944
6958,2016,Ghost of Seattle Marathon,117
6959,2016,Las Vegas Deja Vu Marathon,9
6960,2016,Mississippi Coast Marathon,69
6961,2016,North Central Trail Marathon,275
6962,2016,Wishbone Run Marathon,41
6963,2016,The Wattle Waddle,62
6964,2016,Antarctic Ice Marathon,50
6965,2016,Brooklyn Marathon,397
6966,2016,Harpeth Hills Flying Monkey Marathon,308
6967,2016,Philadelphia Marathon,8982
6968,2016,Pilgrim Pacer Marathon,101
6969,2016,Potomac River Run Fall Marathon,123
6970,2016,Route 66 Marathon,1512
6971,2016,X-Country Marathon,53
6972,2016,Air New Zealand Queenstown International Marathon,1562
6973,2016,Grand Ridge Marathon,36
6974,2016,"Meridian Marathon, LEO Run to Remember",33
6975,2016,New Catalina Eco Marathon,212
6976,2016,White River Marathon for Kenya (prev Mountain Home Marathon for Kenya),171
6977,2016,Bakersfield Marathon,330
6978,2016,Bucks County Marathon,203
6979,2016,C&O Canal Towpath Marathon,51
6980,2016,Fort Worth Marathon,287
6981,2016,Gobbler Grind Marathon,220
6982,2016,Harrisburg Marathon,782
6983,2016,Madison Marathon (Mad City Marathon),996
6984,2016,Myles Standish Marathon,115
6985,2016,OBX Marathon,669
6986,2016,Pensacola Marathon,281
6987,2016,Rock 'n' Roll Las Vegas Marathon,2655
6988,2016,Surfers Point Marathon,98
6989,2016,Charlotte's Thunder Road Marathon,841
6990,2016,Chickamauga Battlefield Marathon,350
6991,2016,NJ Trail Series One Day Marathon,19
6992,2016,Orlando Marathon,22
6993,2016,REVEL Canyon City Marathon,1072
6994,2016,Richmond Marathon,4056
6995,2016,Run Amok,13
6996,2016,Soldier Marathon,455
6997,2016,South Padre Marathon,239
6998,2016,Veterans Marathon,125
6999,2016,Cross County Trail Marathon,56
7000,2016,Bass Pro Shops Marathon,318
7001,2016,BG26.2 Marathon,115
7002,2016,Bobcat Trail Marathon,123
7003,2016,City of Oaks Marathon & Half Marathon,509
7004,2016,Ft. Myers Beach Marathon,100
7005,2016,Gettysburg Battlefield Marathon,137
7006,2016,Inland Trail Marathon,74
7007,2016,Manchester City Marathon,485
7008,2016,Marshall University Marathon,485
7009,2016,Milwaukee Running Festival Marathon,661
7010,2016,New York City Marathon,48468
7011,2016,Rails to Trails Marathon,156
7012,2016,Road2Hope Hamilton Marathon,776
7013,2016,Santa Clarita Marathon,324
7014,2016,Stony Creek Marathon,62
7015,2016,Two Cities Marathon,90
7016,2016,Veterans Marathon (PA),88
7017,2016,Indianapolis Monumental Marathon,4175
7018,2016,Lake Chabot Trail Marathon,39
7019,2016,Marathon on the Mountain,42
7020,2016,Midsouth Marathon,63
7021,2016,Moab Trail Marathon,559
7022,2016,Rim Rock Marathon,136
7023,2016,Rock 'n' Roll Savannah Marathon,2225
7024,2016,Silver Falls Marathon,146
7025,2016,Stone Cat Marathon and 50 Mile Trail Races,209
7026,2016,Auckland Marathon,1631
7027,2016,Blue Springs Trail Marathon,15
7028,2016,Cape Cod Marathon,530
7029,2016,Dartmoor Vale Marathon,81
7030,2016,Day of the Dead Marathon Series Day 2,20
7031,2016,Haunted Hustle Marathon,131
7032,2016,Marine Corps Marathon,19724
7033,2016,Niagara Falls International Marathon,935
7034,2016,NYC in AZ Marathon,44
7035,2016,Ocean State Marathon & Rhode Race,155
7036,2016,Onward Shay! Boise Marathon,205
7037,2016,Suffolk County Marathon,334
7038,2016,Tri-Cities Marathon,106
7039,2016,Day of the Dead Marathon Series Day 1,36
7040,2016,Las Vegas Backcountry Trail Marathon,14
7041,2016,Peak to Creek Marathon (formerly Ridge to Bridge Marathon),292
7042,2016,Snowdonia Marathon,2066
7043,2016,Soaring Wings Marathon,78
7044,2016,Spinx Run Fest,263
7045,2016,Stinson Beach Marathon,21
7046,2016,Tecumseh Trail Marathon,182
7047,2016,Triple Lakes Trail Race,59
7048,2016,"""Running for the bay!"" Marathon",89
7049,2016,Abingdon Marathon,694
7050,2016,Atlantic City Marathon,619
7051,2016,Chelmsford Parks Marathon,593
7052,2016,Cloverdale Harvest Marathon,55
7053,2016,Columbia Gorge Marathon,226
7054,2016,Grand Rapids Marathon,1196
7055,2016,Leicester Marathon,672
7056,2016,LOCO Marathon,145
7057,2016,Magog Marathon,158
7058,2016,Moncton Legs for Literacy Marathon,208
7059,2016,Naperville Marathon,649
7060,2016,Frankenthon Monster Marathon,74
7061,2016,Marathon 2 Marathon,93
7062,2016,"Monster ""Mash"" Marathon",251
7063,2016,Napa Valley Wine Country Trail Marathon,17
7064,2016,Petrified Forest Marathon,48
7065,2016,Shawnee Marathon,52
7066,2016,Baystate Marathon,1329
7067,2016,Columbus Marathon,3823
7068,2016,Des Moines Marathon,1372
7069,2016,Detroit International Marathon,3215
7070,2016,Duke City Marathon,410
7071,2016,Eden Project Marathon,254
7072,2016,Fort Steilacoom Trail Run,14
7073,2016,Humboldt Redwoods Marathon,134
7074,2016,Mankato Marathon,359
7075,2016,Melbourne Marathon,5904
7076,2016,Mount Desert Island marathon,768
7077,2016,Peoria Marathon (formerly the Run River City Marathon),191
7078,2016,Prince Edward Island Marathon,214
7079,2016,Seven Bridges Marathon,411
7080,2016,Toronto Waterfront Marathon,3707
7081,2016,Baltimore Marathon,2354
7082,2016,Cannonball Marathon,96
7083,2016,Des Plaines River Trail Marathon,184
7084,2016,Dog Lake Marathon,30
7085,2016,Hayden Lake Marathon,49
7086,2016,Kansas City Marathon,1250
7087,2016,Medoc Trail Marathon,108
7088,2016,SoJo Marathon,106
7089,2016,WhistleStop Marathon,269
7090,2016,Appalachian Series - GA,52
7091,2016,Appalachian Series - SC,52
7092,2016,Appalachian Series - NC,40
7093,2016,Appalachian Series - TN,41
7094,2016,Appalachian Series - VA,40
7095,2016,Appalachian Series - WV,51
7096,2016,Bizz Johnson Trail Marathon,68
7097,2016,Chicago Marathon,40608
7098,2016,City of Trees Marathon,99
7099,2016,Empire State Marathon,273
7100,2016,Green Mountain Marathon,152
7101,2016,Lake Tahoe Marathon,194
7102,2016,Long Beach Marathon,1951
7103,2016,Mohawk-Hudson River Marathon,1113
7104,2016,Mystery Mountain Marathon,91
7105,2016,Newport Marathon (formerly the Breakers Marathon),400
7106,2016,Okanagan Marathon,367
7107,2016,Ottawa Fall Colours Marathon,51
7108,2016,Plusent Yorkshire Marathon,3826
7109,2016,Portland Marathon,4421
7110,2016,Prairie Fire Wichita Marathon,495
7111,2016,Run Crazy Horse,143
7112,2016,Spokane Series Marathon,121
7113,2016,Steamtown Marathon,1712
7114,2016,The Tyler Rose Marathon,102
7115,2016,Towpath Marathon,380
7116,2016,Trapline Marathon,18
7117,2016,Twin Cities Marathon,8551
7118,2016,Valley Harvest Marathon,106
7119,2016,Victoria Marathon,1095
7120,2016,Wairarapa Country Marathon,31
7121,2016,XTERRA Marathon Of Trail Races,40
7122,2016,Arkansas Marathon,15
7123,2016,Bemidji Blue Ox Marathon,124
7124,2016,Cal-Neva Marathon,58
7125,2016,Escalante Canyons Marathon,34
7126,2016,Hartford Marathon,1809
7127,2016,Layton Marathon,111
7128,2016,Skyline to the Sea,103
7129,2016,Southern Most Marathon,163
7130,2016,Lakeside Marathon,61
7131,2016,Blue Sky Marathon,216
7132,2016,Bournemouth Marathon,2015
7133,2016,Busselton Marathon,42
7134,2016,Chester Marathon,2155
7135,2016,Clarendon Way Marathon,349
7136,2016,Glencoe Marathon,611
7137,2016,Hambletonian Marathon,72
7138,2016,Heartland Marathon,86
7139,2016,Jersey Marathon,353
7140,2016,Kielder Marathon,627
7141,2016,Lakefront Marathon,1905
7142,2016,Maine Marathon,728
7143,2016,Marathon de Rimouski,299
7144,2016,Mo' Cowbell Marathon,543
7145,2016,NipMuck Trail Marathon,126
7146,2016,Northern Ohio Marathon,132
7147,2016,the county marathon,121
7148,2016,Wineglass Marathon,1918
7149,2016,American Birkebeiner Trail Run,76
7150,2016,Freedom's Run,300
7151,2016,Hamptons Marathon,265
7152,2016,Leavenworth Oktoberfest Marathon,217
7153,2016,New Hampshire Marathon,197
7154,2016,Sleeping Bear Marathon,106
7155,2016,Southern Tennessee Plunge Marathon,38
7156,2016,St. George Marathon,5417
7157,2016,Adirondack Marathon,175
7158,2016,Barnstaple Marathon,204
7159,2016,Bellingham Bay Marathon,358
7160,2016,Clarence Demar Marathon,279
7161,2016,Colorado Springs Marathon,96
7162,2016,Cumberland C&O Towpath Marathon,48
7163,2016,DoLittle Marathon,48
7164,2016,Fall Classic Marathon,160
7165,2016,Kenai River Marathon,40
7166,2016,Loch Ness Marathon,2464
7167,2016,Newfoundland Provincial Marathon,64
7168,2016,Quad Cities Marathon,488
7169,2016,Robin Hood Marathon,1192
7170,2016,Rock 'n' Roll Montreal Marathon,3682
7171,2016,Adams County Marathon,37
7172,2016,Akron Marathon,1133
7173,2016,All-Out Fallfest Marathon,56
7174,2016,Barnum Rail Trail Marathon,35
7175,2016,Belleville Main Street Marathon,174
7176,2016,Ely Marathon,67
7177,2016,Mill Race Marathon,269
7178,2016,Monument Marathon,65
7179,2016,Mooathon,18
7180,2016,Oktoberfest Marathon,44
7181,2016,Priest Lake Marathon,19
7182,2016,Tehaleh Trail Run Marathon,23
7183,2016,The Grand Lake Marathon,142
7184,2016,The Hungerford Games Marathon,30
7185,2016,The North Face Endurance Challenge Utah,98
7186,2016,Vegas Color Rock Trail Marathon,3
7187,2016,GAP Marathon,27
7188,2016,GAP Trestles Marathon,32
7189,2016,Brush Tunnel Marathon,18
7190,2016,Beat The Blerch Sunday Marathon,126
7191,2016,Boring Marathon,62
7192,2016,Capital City River Run,204
7193,2016,Caribou Marathon (USA/ME),81
7194,2016,DICK'S Greater Binghamton Marathon,115
7195,2016,Fox Cities Marathon,561
7196,2016,Fox Valley Marathon,717
7197,2016,Half Moon Bay International Marathon,178
7198,2016,Honest Abe Trail Run Marathon,18
7199,2016,Maui Marathon,386
7200,2016,Montana Marathon,96
7201,2016,Morgantown Marathon,184
7202,2016,Omaha Marathon,327
7203,2016,Rochester Marathon,379
7204,2016,Rogue Run Marathon,109
7205,2016,Sydney Marathon,3474
7206,2016,The Dam Full Marathon (PA),84
7207,2016,The Purbeck Marathon,234
7208,2016,The Tunnel Lite Marathon,505
7209,2016,Two Bear Marathon,87
7210,2016,Air Force Marathon,2042
7211,2016,Beat The Blerch Saturday Marathon,132
7212,2016,Bismarck Marathon,144
7213,2016,Breckenridge Road Marathon,48
7214,2016,Bremerton Marathon,21
7215,2016,Center of the Nation Marathon - Colorado,51
7216,2016,Equinox Marathon,392
7217,2016,Flagstaff Marathon,40
7218,2016,Huntsville Utah Marathon,280
7219,2016,InStep Trail Marathon,23
7220,2016,That Dam Hill Marathon,30
7221,2016,The North Face Endurace Challenge - Madison,108
7222,2016,Top of Utah Marathon,345
7223,2016,Walker/North Country Races,36
7224,2016,Center of the Nation Marathon - Nebraska,79
7225,2016,Center of the Nation Marathon - Wyoming,79
7226,2016,Center of the Nation Marathon - South Dakota,81
7227,2016,Center of the Nation Marathon - North Dakota,72
7228,2016,Center of the Nation Marathon - Montana,72
7229,2016,Bacchus Marathon,113
7230,2016,Bozeman Marathon,176
7231,2016,Cape Breton Fiddlers Run Marathon,76
7232,2016,Erie Marathon at Presque Isle,1382
7233,2016,Holland Haven Marathon,134
7234,2016,New Forest Marathon,591
7235,2016,Patriots' Run,33
7236,2016,Regina Queen City Marathon,316
7237,2016,Sioux Falls Marathon,302
7238,2016,Skagit Flats Marathon,178
7239,2016,Stanky Creek Marathon,5
7240,2016,Stumpy's Marathon,53
7241,2016,Treherne Marathon,25
7242,2016,VENTURA MARATHON,688
7243,2016,Via Marathon (formerly the Lehigh Valley Hospital Marathon for Via),988
7244,2016,Yorkshireman Off Road Marathon,112
7245,2016,Abebe Bikila Day International Peace Marathon,125
7246,2016,American Heroes Run,14
7247,2016,Big Cottonwood Marathon & Half,1333
7248,2016,Dick Beardsley Marathon,119
7249,2016,Elroy Apple Dumpling Day Marathon,73
7250,2016,Hawk Hundred Marathon,69
7251,2016,Last Chance BQ.2 Chicagoland Marathon,188
7252,2016,Last Chance BQ.2 Grand Rapids Marathon,163
7253,2016,Little Grand Canyon,46
7254,2016,Minocqua No Frills Marathon,83
7255,2016,Moose Mountain Marathon,204
7256,2016,Night Sweats September Trail Marathon,39
7257,2016,Odyssey Trail Marathon,30
7258,2016,Rivanna Greenbelt September Marathon,11
7259,2016,Run WoodStock,83
7260,2016,Salmon Marathon,96
7261,2016,Shore to Shore Marathon,58
7262,2016,Wabash Trace Marathon,75
7263,2016,Wakefield Marathon Michigan,10
7264,2016,American Discovery Trail Marathon,157
7265,2016,Bad Azz Marathon at Western Chehalis Trail,14
7266,2016,Heart of America Marathon,142
7267,2016,Lake Michigan Trail Marathon,41
7268,2016,Sunriver Marathon for a Cause,85
7269,2016,The Kauai Marathon,190
7270,2016,Tupelo Marathon,143
7271,2016,Wolverhampton City Marathon,224
7272,2016,Dingle Marathon,455
7273,2016,Forrest Gump Challenge Marathon,7
7274,2016,Jackson Hole Marathon,224
7275,2016,Marquette Marathon,299
7276,2016,Mt. Nebo Marathon,169
7277,2016,Pocatello Marathon,220
7278,2016,Turtle Marathon,30
7279,2016,Diablo Trail Marathon,25
7280,2016,Guernsey Marathon,137
7281,2016,Longford Marathon,146
7282,2016,Perth CIty to Surf Marathon,828
7283,2016,Quebec City Marathon/Marathon des Deux Rives,1059
7284,2016,Run The Rock Marathon - Canada,19
7285,2016,Shepparton Marathon,87
7286,2016,The Santa Rosa Marathon,1276
7287,2016,Mesa Falls Marathon,146
7288,2016,Mid Mountain Marathon,239
7289,2016,Nebraska State Fair Marathon,197
7290,2016,Self-Transcendence Marathon,321
7291,2016,Alice Springs Marathon,41
7292,2016,Big Wild Life Runs Marathon (prev. Humpy's Classic Marathon),291
7293,2016,Edmonton Marathon,654
7294,2016,Extraterrestrial Full Moon Midnight Marathon,76
7295,2016,LEADING LADIES' MARATHON,121
7296,2016,Mudgee Marathon,42
7297,2016,Olympics 2016 (Men),140
7298,2016,Pikes Peak Marathon,702
7299,2016,Sunshine Coast Marathon,454
7300,2016,Yellowknife Marathon (formerly the Overlander Sports Marathon),5
7301,2016,Logan View Raider Run,21
7302,2016,Monster Trail Marathon,35
7303,2016,North Country Trail Run,191
7304,2016,Run With the Horses Marathon,33
7305,2016,Running with the Bears,76
7306,2016,Silverton Alpine Marathon,27
7307,2016,Skyline Mountain Marathon,45
7308,2016,Urban Trail Marathon,93
7309,2016,Wausau Marathon,129
7310,2016,Adelaide Festival City Marathon,435
7311,2016,Humboldt Bay Marathon,83
7312,2016,Isle of Man Marathon,101
7313,2016,Marathon by the Sea,68
7314,2016,Olympics 2016 (Women),133
7315,2016,The ENDURrun Marathon,60
7316,2016,Aspen Backcountry Marathon,135
7317,2016,Cinderella Summer Trail Run Marathon,23
7318,2016,Crater Lake Marathon,102
7319,2016,Mt. Sneffels Marathon,81
7320,2016,Paavo Nurmi Marathon (USA),105
7321,2016,TICK TOCK ULTRA NC,31
7322,2016,Blister in the Sun Marathon,57
7323,2016,Brisbane Marathon,599
7324,2016,Crystal Springs Summer Trail Run,28
7325,2016,Drake Well Marathon,84
7326,2016,Townsville Marathon,208
7327,2016,Yukon River Trail Marathon,45
7328,2016,Fallsburg Marathon and Half Marathon,66
7329,2016,Haulin' Aspen Trail Marathon,77
7330,2016,Sweltering Summer Marathon (BURCS),29
7331,2016,Bearfest,24
7332,2016,Fort William Marathon,383
7333,2016,Jack and Jill's Downhill Marathon,569
7334,2016,The San Francisco Marathon,6258
7335,2016,Australian Outback Marathon,190
7336,2016,Eagle Creek Trail Marathon,64
7337,2016,Frank Maier Marathon,76
7338,2016,Idaho Falls MAD Marathon,52
7339,2016,Morgan Valley Marathon,90
7340,2016,Deseret News Classic Marathon,296
7341,2016,Big Sky Marathon,42
7342,2016,Kamloops Marathon,90
7343,2016,Nova Scotia Marathon,58
7344,2016,The Kensington Marathon,113
7345,2016,Grand Island Trail Marathon,96
7346,2016,Madison Marathon (MT),55
7347,2016,Fairlands Valley Challenge,108
7348,2016,Friendly Massey Marathon,40
7349,2016,Aspen Valley Marathon,273
7350,2016,Eugene Curnow Trail Marathon (formerly the Half Voyageur Trail Marathon),339
7351,2016,King Salmon Marathon,18
7352,2016,Loonies Midnight Marathon,123
7353,2016,Oregon Marathon,84
7354,2016,The North Face Endurance Challenge - Ontario,74
7355,2016,University of Okoboji Marathon,73
7356,2016,Cairns Marathon,27
7357,2016,Mad Marathon,321
7358,2016,Missoula Marathon,982
7359,2016,Bear Brook Trail Marathon,68
7360,2016,Dances With Dirt Devil's Lake,92
7361,2016,Grandfather Mountain Marathon,292
7362,2016,Hatcher Pass Marathon,27
7363,2016,Knysna Forest Marathon,743
7364,2016,Waugoshance Trail Marathon,66
7365,2016,Foot Traffic Flat Marathon,296
7366,2016,Angel Fire Adventure Marathon,78
7367,2016,Geraldton RunFest Marathon,26
7368,2016,Gold Coast Airport Marathon,5467
7369,2016,Stars and Stripes Marathon,28
7370,2016,Cook Park Marathon,33
7371,2016,Bay of Fundy International Marathon,207
7372,2016,Grant-Pierce Indoor Marathon,36
7373,2016,Kona Marathon,250
7374,2016,Pichi Richi Marathon,43
7375,2016,The North Devon AONB Marathon,175
7376,2016,Wellington Marathon,367
7377,2016,Charlevoix Marathon,409
7378,2016,Lake Cadillac Marathon,24
7379,2016,Pacific Crest Marathon,85
7380,2016,Run4Troops Marathon,188
7381,2016,Running With The Devil Marathon,23
7382,2016,Taylor Mountain Trail Run,51
7383,2016,Two Hearted Trail Marathon,28
7384,2016,Waterford Viking Marathon,421
7385,2016,Banff Marathon,218
7386,2016,Estes Park Marathon,93
7387,2016,Johnny Miles Marathon,88
7388,2016,Manitoba Marathon,615
7389,2016,San Juan Island Marathon,13
7390,2016,Vancouver USA Marathon,460
7391,2016,Wakefield Marathon,61
7392,2016,Grandma's Marathon,7521
7393,2016,Leadville Trail Marathon,510
7394,2016,Mayor's Marathon,674
7395,2016,Niagara Marathon,83
7396,2016,Rock 'n' Roll Seattle Marathon,2571
7397,2016,The Dam Marathon & Half Marathon,81
7398,2016,The Great Run: Marathon,26
7399,2016,Echo Valley Marathon,15
7400,2016,Edge to Edge Marathon,55
7401,2016,Lake Placid Marathon,213
7402,2016,Light at the End of the Tunnel Marathon,591
7403,2016,Maritime Marathon,187
7404,2016,Perth Marathon,651
7405,2016,Rockies Marathon,664
7406,2016,Swan Lake Marathon,40
7407,2016,The Walkway Marathon,257
7408,2016,Bear Lake Marathon,20
7409,2016,Big Elk Marathon,60
7410,2016,Boogie Marathon,32
7411,2016,Hatfield-McCoy Marathon,298
7412,2016,Heartland Series - MN,41
7413,2016,Marathon-to-Marathon,118
7414,2016,Runoff Runoff Marathon,15
7415,2016,The Montana Governor's Cup Marathon,119
7416,2016,Timberline Marathon,70
7417,2016,Utah Valley Marathon,954
7418,2016,Whitefish Point Marathon,68
7419,2016,Bear Lake Idaho Marathon,69
7420,2016,Heartland Series - WI,50
7421,2016,Heartland Series - IA,68
7422,2016,Heartland Series - IL,38
7423,2016,Heartland Series - IN,56
7424,2016,Cork City Marathon,1110
7425,2016,Heartland Series - MI,61
7426,2016,Black Bear Marathon,86
7427,2016,Casper Wyoming Marathon,120
7428,2016,City of Christchurch Marathon,448
7429,2016,Conquer the Cove Marathon,93
7430,2016,Deadwood-Mickelson Trail Marathon,255
7431,2016,Heartland Series - OH,54
7432,2016,Huddersfield Marathon,61
7433,2016,Marathon Baie-des-Chaleurs,36
7434,2016,Marathon de Taos,11
7435,2016,North Olympic Discovery Marathon,251
7436,2016,Rock 'n' Roll Marathon,5793
7437,2016,Steamboat Marathon,229
7438,2016,Traralgon Marathon,130
7439,2016,Windermere Marathon,191
7440,2016,1/2 Sauer 1/2 Kraut Marathon,100
7441,2016,Forest of Nisene Marks Marathon,44
7442,2016,God's Country Marathon,102
7443,2016,Green River Marathon,102
7444,2016,Newport Marathon,522
7445,2016,Sandhills Marathon,84
7446,2016,Storm the Dam Trail Marathon,29
7447,2016,Sunburst Marathon,319
7448,2016,Teton DAM Marathon,55
7449,2016,Turkey Track Trail Marathon,16
7450,2016,"Oh, boy Marathon",75
7451,2016,Vail Valor Marathon,26
7452,2016,Buffalo Marathon,1429
7453,2016,Calgary Marathon,807
7454,2016,Coeur d' Alene Marathon,231
7455,2016,Herald of Victory Marathon,113
7456,2016,Med-City Marathon,360
7457,2016,Memorial Day Marathon,98
7458,2016,Mountains 2 Beach Marathon,2006
7459,2016,Newry City Marathon,206
7460,2016,Ottawa Marathon (National Capital Race Weekend),4181
7461,2016,Rock 'n' Roll Liverpool Marathon,2524
7462,2016,Saskatchewan Marathon,178
7463,2016,Vermont City Marathon,1894
7464,2016,Wyoming Marathon,21
7465,2016,Bayshore Marathon,2012
7466,2016,Pacific Northwest Marathon,144
7467,2016,Prince of Wales Island International Marathon,23
7468,2016,Sehgahunda Trail Marathon,218
7469,2016,Soaring Eagle Trail Run,18
7470,2016,The Community Marathon,76
7471,2016,Blue Nose International Marathon,212
7472,2016,Green Bay Marathon,1290
7473,2016,Indoor Insanity Marathon,20
7474,2016,Red Deer Marathon,157
7475,2016,Rockford Marathon,266
7476,2016,Surfers Path Marathon,306
7477,2016,Whitby International North Marathon,62
7478,2016,Windermere Marathon (UK),532
7479,2016,Beach to Bay Marathon,79
7480,2016,Berryman Marathon,67
7481,2016,Blackfoot Marathon and More,24
7482,2016,Columbia Go Girl Run 2016,49
7483,2016,Excalibur Marathon,107
7484,2016,Famous Idaho Potato Marathon,192
7485,2016,Fargo Marathon,1493
7486,2016,Horse Capital Marathon,254
7487,2016,Huff to Bluff Marathon,44
7488,2016,Joplin Memorial,343
7489,2016,New England Series - NY,50
7490,2016,Ogden Marathon,1559
7491,2016,Timp Trail Marathon,95
7492,2016,White Peak Marathon,171
7493,2016,New England Series - CT,59
7494,2016,Old Colony Marathon,42
7495,2016,New England Series - RI,58
7496,2016,Nutmeg State Marathon,46
7497,2016,New England Series - MA,39
7498,2016,Red Island Marathon,51
7499,2016,Granite State Marathon,52
7500,2016,New England Series - VT,74
7501,2016,New England Series - NH,64
7502,2016,Pine Tree Marathon,47
7503,2016,Boulder Mountain Marathon,49
7504,2016,Cape Wrath Marathon,103
7505,2016,Capital City Marathon,313
7506,2016,Chicagoland Marathon,414
7507,2016,Cleveland Marathon,1485
7508,2016,Colfax Marathon,1260
7509,2016,Gate City Marathon,170
7510,2016,Great Ocean Road Marathon,998
7511,2016,Maine Coast Marathon,874
7512,2016,New England Series - ME,56
7513,2016,Pocono Mountain Run For The Red Marathon,559
7514,2016,Sugarloaf Marathon,662
7515,2016,York Marathon and Half Marathon,89
7516,2016,Brookings Marathon,167
7517,2016,Cinderella Trail Run,14
